,Set,NGenes,Direction,PValue,FDR
1,HALLMARK_INTERFERON_ALPHA_RESPONSE,90,Up,2.2624072378641e-06,0.000113120361893205
2,HALLMARK_ANDROGEN_RESPONSE,82,Up,0.00123001684262571,0.0256006435841696
3,HALLMARK_INTERFERON_GAMMA_RESPONSE,173,Up,0.00153603861505017,0.0256006435841696
4,HALLMARK_COAGULATION,67,Up,0.00223466375160282,0.0279332968950352
5,HALLMARK_COMPLEMENT,137,Up,0.00796848624091757,0.0796848624091757
6,HALLMARK_ADIPOGENESIS,167,Up,0.0152774260208939,0.127311883507449
7,HALLMARK_PROTEIN_SECRETION,90,Up,0.0183422954825113,0.131016396303652
8,HALLMARK_FATTY_ACID_METABOLISM,127,Up,0.0294999643009639,0.184374776881024
9,HALLMARK_PANCREAS_BETA_CELLS,11,Up,0.0467937440160124,0.259965244533402
10,HALLMARK_MYC_TARGETS_V1,190,Up,0.0640715044531659,0.320357522265829
11,HALLMARK_ESTROGEN_RESPONSE_LATE,99,Up,0.0784375222171002,0.344194333750193
12,HALLMARK_MTORC1_SIGNALING,172,Up,0.0826066401000464,0.344194333750193
13,HALLMARK_OXIDATIVE_PHOSPHORYLATION,198,Up,0.103729095790468,0.398958060732569
14,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,80,Up,0.126504803901727,0.451802871077597
15,HALLMARK_P53_PATHWAY,160,Up,0.139238757787933,0.456637915345673
16,HALLMARK_XENOBIOTIC_METABOLISM,127,Up,0.146124132910615,0.456637915345673
17,HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY,48,Up,0.160084953281728,0.465597838375014
18,HALLMARK_GLYCOLYSIS,136,Up,0.167615221815005,0.465597838375014
19,HALLMARK_INFLAMMATORY_RESPONSE,123,Up,0.194093564457191,0.487979650755678
20,HALLMARK_HYPOXIA,131,Up,0.196636919863916,0.487979650755678
21,HALLMARK_UV_RESPONSE_UP,115,Up,0.205205066205573,0.487979650755678
22,HALLMARK_MYOGENESIS,85,Up,0.214711046332498,0.487979650755678
23,HALLMARK_G2M_CHECKPOINT,144,Up,0.270969863905907,0.580020626936896
24,HALLMARK_APOPTOSIS,122,Up,0.27840990092971,0.580020626936896
25,HALLMARK_ANGIOGENESIS,18,Down,0.301373474700167,0.581655480275479
26,HALLMARK_ESTROGEN_RESPONSE_EARLY,110,Up,0.302460849743249,0.581655480275479
27,HALLMARK_PI3K_AKT_MTOR_SIGNALING,84,Up,0.329160133695448,0.597957311373292
28,HALLMARK_MYC_TARGETS_V2,52,Down,0.335168170463167,0.597957311373292
29,HALLMARK_MITOTIC_SPINDLE,166,Down,0.34986732689832,0.597957311373292
30,HALLMARK_IL6_JAK_STAT3_SIGNALING,67,Up,0.367949008850817,0.597957311373292
31,HALLMARK_IL2_STAT5_SIGNALING,142,Up,0.379903461995883,0.597957311373292
32,HALLMARK_PEROXISOME,78,Up,0.382692679278907,0.597957311373292
33,HALLMARK_BILE_ACID_METABOLISM,69,Up,0.438268841656699,0.660963059536846
34,HALLMARK_UNFOLDED_PROTEIN_RESPONSE,103,Up,0.449454880485055,0.660963059536846
35,HALLMARK_WNT_BETA_CATENIN_SIGNALING,26,Up,0.46608072362507,0.665829605178672
36,HALLMARK_DNA_REPAIR,141,Up,0.489541283956935,0.679918449940187
37,HALLMARK_CHOLESTEROL_HOMEOSTASIS,57,Up,0.589530073230312,0.785207590454804
38,HALLMARK_APICAL_SURFACE,17,Down,0.596757768745651,0.785207590454804
39,HALLMARK_HEME_METABOLISM,140,Up,0.669859930894389,0.851497117365707
40,HALLMARK_NOTCH_SIGNALING,25,Up,0.681197693892565,0.851497117365707
41,HALLMARK_SPERMATOGENESIS,56,Down,0.741237945869903,0.876127320540416
42,HALLMARK_ALLOGRAFT_REJECTION,126,Up,0.755071081349374,0.876127320540416
43,HALLMARK_KRAS_SIGNALING_DN,50,Down,0.769309210654355,0.876127320540416
44,HALLMARK_UV_RESPONSE_DN,95,Down,0.770992042075566,0.876127320540416
45,HALLMARK_APICAL_JUNCTION,101,Down,0.799453061223781,0.888281179137535
46,HALLMARK_KRAS_SIGNALING_UP,112,Down,0.859311754781945,0.934034516067331
47,HALLMARK_HEDGEHOG_SIGNALING,16,Up,0.882349217733236,0.938669380567272
48,HALLMARK_TGF_BETA_SIGNALING,45,Down,0.930266308482107,0.964627393305874
49,HALLMARK_TNFA_SIGNALING_VIA_NFKB,163,Up,0.945334845439756,0.964627393305874
50,HALLMARK_E2F_TARGETS,156,Up,0.977967712859547,0.977967712859547
