,Set,N,DE,P.DE,FDR
1,HALLMARK_COMPLEMENT,187,3,0.000172275674951682,0.00861378374758412
2,HALLMARK_COAGULATION,113,1,0.0660541934536815,1
3,HALLMARK_DNA_REPAIR,148,1,0.0856814286563454,1
4,HALLMARK_XENOBIOTIC_METABOLISM,168,1,0.0967253285455431,1
5,HALLMARK_HYPOXIA,178,1,0.102200980320761,1
6,HALLMARK_ADIPOGENESIS,191,0,1,1
7,HALLMARK_ALLOGRAFT_REJECTION,185,0,1,1
8,HALLMARK_ANDROGEN_RESPONSE,97,0,1,1
9,HALLMARK_ANGIOGENESIS,27,0,1,1
10,HALLMARK_APICAL_JUNCTION,172,0,1,1
11,HALLMARK_APICAL_SURFACE,38,0,1,1
12,HALLMARK_APOPTOSIS,153,0,1,1
13,HALLMARK_BILE_ACID_METABOLISM,96,0,1,1
14,HALLMARK_CHOLESTEROL_HOMEOSTASIS,72,0,1,1
15,HALLMARK_E2F_TARGETS,198,0,1,1
16,HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION,163,0,1,1
17,HALLMARK_ESTROGEN_RESPONSE_EARLY,183,0,1,1
18,HALLMARK_ESTROGEN_RESPONSE_LATE,176,0,1,1
19,HALLMARK_FATTY_ACID_METABOLISM,143,0,1,1
20,HALLMARK_G2M_CHECKPOINT,193,0,1,1
