,Set,N,DE,P.DE,FDR,DEG.GENES
1,REACTOME_GPCR_LIGAND_BINDING,261,2,0.000434595956947501,0.663687464007784,CCL4,ADM
2,REACTOME_CALCITONIN_LIKE_LIGAND_RECEPTORS,7,1,0.000973890393452415,0.663687464007784,ADM
3,REACTOME_SIGNALING_BY_GPCR,467,2,0.00138476559106359,0.663687464007784,CCL4,ADM
4,REACTOME_REGULATION_OF_GLYCOLYSIS_BY_FRUCTOSE_2_6_BISPHOSPHATE_METABOLISM,11,1,0.00153011519079604,0.663687464007784,PFKFB3
5,REACTOME_INTERLEUKIN_10_SIGNALING,44,1,0.00611109416265732,1,CCL4
6,REACTOME_CHEMOKINE_RECEPTORS_BIND_CHEMOKINES,47,1,0.00652685061394498,1,CCL4
7,REACTOME_CLASS_B_2_SECRETIN_FAMILY_RECEPTORS,56,1,0.00777342427050254,1,ADM
8,REACTOME_GLUCOSE_METABOLISM,73,1,0.0101252174736368,1,PFKFB3
9,REACTOME_G_ALPHA_S_SIGNALLING_EVENTS,99,1,0.0137148849523437,1,ADM
10,REACTOME_PEPTIDE_LIGAND_BINDING_RECEPTORS,113,1,0.0156441832216035,1,CCL4
11,REACTOME_CLASS_A_1_RHODOPSIN_LIKE_RECEPTORS,188,1,0.0259368803093515,1,CCL4
12,REACTOME_G_ALPHA_I_SIGNALLING_EVENTS,212,1,0.0292153248573459,1,CCL4
13,REACTOME_METABOLISM_OF_CARBOHYDRATES,248,1,0.0341191857738141,1,PFKFB3
14,REACTOME_SIGNALING_BY_INTERLEUKINS,429,1,0.0585246099825932,1,CCL4
15,REACTOME_CYTOKINE_SIGNALING_IN_IMMUNE_SYSTEM,714,1,0.0961140207137369,1,CCL4
16,REACTOME_2_LTR_CIRCLE_FORMATION,7,0,1,1,
17,REACTOME_ABACAVIR_ADME,5,0,1,1,
18,REACTOME_ABACAVIR_TRANSMEMBRANE_TRANSPORT,3,0,1,1,
19,REACTOME_ABC_FAMILY_PROTEINS_MEDIATED_TRANSPORT,95,0,1,1,
20,REACTOME_ABC_TRANSPORTERS_IN_LIPID_HOMEOSTASIS,15,0,1,1,
21,REACTOME_ABC_TRANSPORTER_DISORDERS,72,0,1,1,
22,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_EXIT_IN_CANCER_DUE_TO_RB1_DEFECTS,20,0,1,1,
23,REACTOME_ABERRANT_REGULATION_OF_MITOTIC_G1_S_TRANSITION_IN_CANCER_DUE_TO_RB1_DEFECTS,17,0,1,1,
24,REACTOME_ABORTIVE_ELONGATION_OF_HIV_1_TRANSCRIPT_IN_THE_ABSENCE_OF_TAT,23,0,1,1,
25,REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS,7,0,1,1,
26,REACTOME_ACETYLCHOLINE_INHIBITS_CONTRACTION_OF_OUTER_HAIR_CELLS,3,0,1,1,
27,REACTOME_ACETYLCHOLINE_NEUROTRANSMITTER_RELEASE_CYCLE,12,0,1,1,
28,REACTOME_ACETYLCHOLINE_REGULATES_INSULIN_SECRETION,10,0,1,1,
29,REACTOME_ACROSOME_REACTION_AND_SPERM_OOCYTE_MEMBRANE_BINDING,3,0,1,1,
30,REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS,28,0,1,1,
31,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_CDK5,5,0,1,1,
32,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FRS2_AND_FRS3,9,0,1,1,
33,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_FYN,5,0,1,1,
34,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_PI3K,5,0,1,1,
35,REACTOME_ACTIVATED_NTRK2_SIGNALS_THROUGH_RAS,7,0,1,1,
36,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_PI3K,5,0,1,1,
37,REACTOME_ACTIVATED_NTRK3_SIGNALS_THROUGH_RAS,7,0,1,1,
38,REACTOME_ACTIVATED_PKN1_STIMULATES_TRANSCRIPTION_OF_AR_ANDROGEN_RECEPTOR_REGULATED_GENES_KLK2_AND_KLK3,5,0,1,1,
39,REACTOME_ACTIVATED_TAK1_MEDIATES_P38_MAPK_ACTIVATION,23,0,1,1,
40,REACTOME_ACTIVATION_OF_AMPK_DOWNSTREAM_OF_NMDARS,23,0,1,1,
41,REACTOME_ACTIVATION_OF_ANTERIOR_HOX_GENES_IN_HINDBRAIN_DEVELOPMENT_DURING_EARLY_EMBRYOGENESIS,58,0,1,1,
42,REACTOME_ACTIVATION_OF_ATR_IN_RESPONSE_TO_REPLICATION_STRESS,37,0,1,1,
43,REACTOME_ACTIVATION_OF_BAD_AND_TRANSLOCATION_TO_MITOCHONDRIA,15,0,1,1,
44,REACTOME_ACTIVATION_OF_BH3_ONLY_PROTEINS,30,0,1,1,
45,REACTOME_ACTIVATION_OF_C3_AND_C5,5,0,1,1,
46,REACTOME_ACTIVATION_OF_CASPASES_THROUGH_APOPTOSOME_MEDIATED_CLEAVAGE,6,0,1,1,
47,REACTOME_ACTIVATION_OF_GENE_EXPRESSION_BY_SREBF_SREBP,42,0,1,1,
48,REACTOME_ACTIVATION_OF_IRF3_IRF7_MEDIATED_BY_TBK1_IKK_IKBKE,18,0,1,1,
49,REACTOME_ACTIVATION_OF_KAINATE_RECEPTORS_UPON_GLUTAMATE_BINDING,24,0,1,1,
50,REACTOME_ACTIVATION_OF_MATRIX_METALLOPROTEINASES,24,0,1,1,
